xmin,ymin,xmax,ymax,class,file,width,height
986,431,1033,499,mouse_bite,09_mouse_bite_06,2775,2159
861,951,933,1004,mouse_bite,09_mouse_bite_06,2775,2159
1305,1236,1366,1281,mouse_bite,09_mouse_bite_06,2775,2159
2631,689,2679,761,mouse_bite,09_mouse_bite_06,2775,2159
2307,556,2379,613,mouse_bite,09_mouse_bite_06,2775,2159
1130,430,1187,505,mouse_bite,09_mouse_bite_07,2775,2159
1666,523,1713,600,mouse_bite,09_mouse_bite_07,2775,2159
513,794,572,877,mouse_bite,09_mouse_bite_07,2775,2159
948,904,1018,959,mouse_bite,09_mouse_bite_07,2775,2159
2558,1715,2620,1756,mouse_bite,09_mouse_bite_07,2775,2159
1479,431,1525,497,mouse_bite,09_mouse_bite_08,2775,2159
1846,990,1918,1036,mouse_bite,09_mouse_bite_08,2775,2159
2587,1007,2654,1071,mouse_bite,09_mouse_bite_08,2775,2159
567,1272,613,1333,mouse_bite,09_mouse_bite_08,2775,2159
2431,635,2504,677,mouse_bite,09_mouse_bite_08,2775,2159
941,558,1000,612,mouse_bite,09_mouse_bite_09,2775,2159
581,500,656,569,mouse_bite,09_mouse_bite_09,2775,2159
1659,1017,1738,1059,mouse_bite,09_mouse_bite_09,2775,2159
1864,328,1945,374,mouse_bite,09_mouse_bite_09,2775,2159
1300,1494,1390,1541,mouse_bite,09_mouse_bite_09,2775,2159
1487,289,1543,361,mouse_bite,09_mouse_bite_10,2775,2159
1022,554,1084,605,mouse_bite,09_mouse_bite_10,2775,2159
1120,713,1179,784,mouse_bite,09_mouse_bite_10,2775,2159
2104,964,2195,1013,mouse_bite,09_mouse_bite_10,2775,2159
569,1112,631,1177,mouse_bite,09_mouse_bite_10,2775,2159
966,411,1042,499,mouse_bite,10_mouse_bite_01,2240,2016
1532,941,1633,1022,mouse_bite,10_mouse_bite_01,2240,2016
1017,1035,1097,1112,mouse_bite,10_mouse_bite_01,2240,2016
1494,1300,1575,1396,mouse_bite,10_mouse_bite_01,2240,2016
1907,1419,1975,1479,mouse_bite,10_mouse_bite_01,2240,2016
1291,561,1366,640,mouse_bite,10_mouse_bite_02,2240,2016
927,802,1011,882,mouse_bite,10_mouse_bite_02,2240,2016
1520,957,1611,1022,mouse_bite,10_mouse_bite_02,2240,2016
1910,1008,1975,1063,mouse_bite,10_mouse_bite_02,2240,2016
1833,416,1908,471,mouse_bite,10_mouse_bite_02,2240,2016
940,1427,1017,1496,mouse_bite,10_mouse_bite_02,2240,2016
962,425,1032,518,mouse_bite,10_mouse_bite_03,2240,2016
1668,1044,1743,1122,mouse_bite,10_mouse_bite_03,2240,2016
1853,600,1927,667,mouse_bite,10_mouse_bite_03,2240,2016
1833,1648,1917,1716,mouse_bite,10_mouse_bite_03,2240,2016
1808,1212,1887,1267,mouse_bite,10_mouse_bite_03,2240,2016
1416,341,1501,400,mouse_bite,10_mouse_bite_04,2240,2016
1146,731,1249,806,mouse_bite,10_mouse_bite_04,2240,2016
1023,1161,1107,1238,mouse_bite,10_mouse_bite_04,2240,2016
1197,1647,1297,1721,mouse_bite,10_mouse_bite_04,2240,2016
742,853,839,942,mouse_bite,10_mouse_bite_04,2240,2016
1155,406,1249,486,mouse_bite,10_mouse_bite_05,2240,2016
1975,486,2043,554,mouse_bite,10_mouse_bite_05,2240,2016
903,789,1007,863,mouse_bite,10_mouse_bite_05,2240,2016
1659,1042,1737,1132,mouse_bite,10_mouse_bite_05,2240,2016
1801,1518,1878,1571,mouse_bite,10_mouse_bite_05,2240,2016
973,375,1032,432,mouse_bite,11_mouse_bite_01,2282,2248
1253,401,1320,460,mouse_bite,11_mouse_bite_01,2282,2248
1509,1088,1571,1173,mouse_bite,11_mouse_bite_01,2282,2248
920,1476,986,1552,mouse_bite,11_mouse_bite_01,2282,2248
575,853,647,922,mouse_bite,11_mouse_bite_01,2282,2248
758,337,819,406,mouse_bite,11_mouse_bite_02,2282,2248
1488,529,1565,599,mouse_bite,11_mouse_bite_02,2282,2248
1070,719,1139,796,mouse_bite,11_mouse_bite_02,2282,2248
1139,1113,1240,1173,mouse_bite,11_mouse_bite_02,2282,2248
1734,1686,1814,1742,mouse_bite,11_mouse_bite_02,2282,2248
1078,644,1145,722,mouse_bite,11_mouse_bite_03,2282,2248
304,524,391,627,mouse_bite,11_mouse_bite_03,2282,2248
1086,1468,1132,1544,mouse_bite,11_mouse_bite_03,2282,2248
517,1458,576,1534,mouse_bite,11_mouse_bite_03,2282,2248
614,1147,680,1216,mouse_bite,11_mouse_bite_03,2282,2248
773,596,860,668,mouse_bite,11_mouse_bite_04,2282,2248
1029,1152,1112,1206,mouse_bite,11_mouse_bite_04,2282,2248
827,1386,902,1453,mouse_bite,11_mouse_bite_04,2282,2248
698,1608,781,1676,mouse_bite,11_mouse_bite_04,2282,2248
494,740,553,822,mouse_bite,11_mouse_bite_04,2282,2248
839,127,937,188,mouse_bite,11_mouse_bite_05,2282,2248
781,606,871,673,mouse_bite,11_mouse_bite_05,2282,2248
1160,1111,1258,1160,mouse_bite,11_mouse_bite_05,2282,2248
535,1127,622,1196,mouse_bite,11_mouse_bite_05,2282,2248
743,1570,840,1640,mouse_bite,11_mouse_bite_05,2282,2248
1073,660,1140,745,mouse_bite,11_mouse_bite_06,2282,2248
584,842,661,903,mouse_bite,11_mouse_bite_06,2282,2248
309,1401,381,1486,mouse_bite,11_mouse_bite_06,2282,2248
1357,1394,1452,1462,mouse_bite,11_mouse_bite_06,2282,2248
1884,1786,1940,1886,mouse_bite,11_mouse_bite_06,2282,2248
1012,531,1093,596,mouse_bite,11_mouse_bite_07,2282,2248
1278,326,1381,413,mouse_bite,11_mouse_bite_07,2282,2248
504,203,594,294,mouse_bite,11_mouse_bite_07,2282,2248
814,1062,901,1119,mouse_bite,11_mouse_bite_07,2282,2248
620,1372,680,1421,mouse_bite,11_mouse_bite_07,2282,2248
1511,1073,1565,1165,mouse_bite,11_mouse_bite_08,2282,2248
676,1068,755,1124,mouse_bite,11_mouse_bite_08,2282,2248
925,1203,994,1255,mouse_bite,11_mouse_bite_08,2282,2248
1432,1591,1489,1665,mouse_bite,11_mouse_bite_08,2282,2248
1039,524,1117,598,mouse_bite,11_mouse_bite_08,2282,2248
1073,657,1147,731,mouse_bite,11_mouse_bite_09,2282,2248
1255,1155,1330,1209,mouse_bite,11_mouse_bite_09,2282,2248
1101,1950,1199,2017,mouse_bite,11_mouse_bite_09,2282,2248
511,1399,573,1488,mouse_bite,11_mouse_bite_09,2282,2248
658,1650,739,1729,mouse_bite,11_mouse_bite_09,2282,2248
734,855,822,917,mouse_bite,11_mouse_bite_10,2282,2248
1006,1070,1104,1127,mouse_bite,11_mouse_bite_10,2282,2248
734,1116,817,1170,mouse_bite,11_mouse_bite_10,2282,2248
1071,1491,1137,1567,mouse_bite,11_mouse_bite_10,2282,2248
1425,1867,1491,1947,mouse_bite,11_mouse_bite_10,2282,2248
1757,463,1809,537,mouse_bite,12_mouse_bite_01,2529,2530
911,734,987,784,mouse_bite,12_mouse_bite_01,2529,2530
627,1204,680,1279,mouse_bite,12_mouse_bite_01,2529,2530
1761,1446,1806,1513,mouse_bite,12_mouse_bite_01,2529,2530
1268,1785,1322,1828,mouse_bite,12_mouse_bite_01,2529,2530
1317,503,1369,572,mouse_bite,12_mouse_bite_02,2529,2530
2217,401,2273,475,mouse_bite,12_mouse_bite_02,2529,2530
1660,1414,1704,1474,mouse_bite,12_mouse_bite_02,2529,2530
324,1163,367,1234,mouse_bite,12_mouse_bite_02,2529,2530
1027,1075,1095,1128,mouse_bite,12_mouse_bite_02,2529,2530
1409,337,1462,406,mouse_bite,12_mouse_bite_03,2529,2530
1655,681,1711,757,mouse_bite,12_mouse_bite_03,2529,2530
2271,532,2326,617,mouse_bite,12_mouse_bite_03,2529,2530
911,1194,1007,1250,mouse_bite,12_mouse_bite_03,2529,2530
1784,1239,1860,1288,mouse_bite,12_mouse_bite_03,2529,2530
627,677,706,730,mouse_bite,12_mouse_bite_04,2529,2530
626,1217,680,1294,mouse_bite,12_mouse_bite_04,2529,2530
1753,1444,1800,1517,mouse_bite,12_mouse_bite_04,2529,2530
1547,1786,1631,1839,mouse_bite,12_mouse_bite_04,2529,2530
107,1741,162,1823,mouse_bite,12_mouse_bite_04,2529,2530
1342,1077,1418,1126,mouse_bite,12_mouse_bite_05,2529,2530
793,1535,882,1588,mouse_bite,12_mouse_bite_05,2529,2530
1813,1459,1858,1537,mouse_bite,12_mouse_bite_05,2529,2530
749,1783,813,1830,mouse_bite,12_mouse_bite_05,2529,2530
2371,1670,2417,1741,mouse_bite,12_mouse_bite_05,2529,2530
1546,903,1598,977,mouse_bite,12_mouse_bite_06,2529,2530
1958,546,2011,623,mouse_bite,12_mouse_bite_06,2529,2530
1804,1454,1855,1530,mouse_bite,12_mouse_bite_06,2529,2530
735,1132,815,1181,mouse_bite,12_mouse_bite_06,2529,2530
624,1470,697,1523,mouse_bite,12_mouse_bite_06,2529,2530
1751,710,1807,804,mouse_bite,12_mouse_bite_07,2529,2530
2186,1046,2273,1094,mouse_bite,12_mouse_bite_07,2529,2530
482,1099,557,1152,mouse_bite,12_mouse_bite_07,2529,2530
1549,1663,1626,1710,mouse_bite,12_mouse_bite_07,2529,2530
1658,1423,1702,1494,mouse_bite,12_mouse_bite_07,2529,2530
1313,203,1358,277,mouse_bite,12_mouse_bite_08,2529,2530
2227,352,2273,428,mouse_bite,12_mouse_bite_08,2529,2530
966,732,1040,775,mouse_bite,12_mouse_bite_08,2529,2530
1302,1121,1375,1170,mouse_bite,12_mouse_bite_08,2529,2530
2335,1648,2387,1730,mouse_bite,12_mouse_bite_08,2529,2530
1760,481,1802,555,mouse_bite,12_mouse_bite_09,2529,2530
1397,1075,1469,1126,mouse_bite,12_mouse_bite_09,2529,2530
2095,1186,2164,1235,mouse_bite,12_mouse_bite_09,2529,2530
751,1534,829,1584,mouse_bite,12_mouse_bite_09,2529,2530
111,1814,157,1892,mouse_bite,12_mouse_bite_09,2529,2530
1504,339,1551,395,mouse_bite,12_mouse_bite_10,2529,2530
1557,926,1607,981,mouse_bite,12_mouse_bite_10,2529,2530
758,1126,835,1181,mouse_bite,12_mouse_bite_10,2529,2530
527,1339,604,1390,mouse_bite,12_mouse_bite_10,2529,2530
2300,1695,2340,1772,mouse_bite,12_mouse_bite_10,2529,2530
1539,1149,1584,1205,open_circuit,01_open_circuit_01,3034,1586
1071,1342,1113,1380,open_circuit,01_open_circuit_01,3034,1586
1684,467,1727,503,open_circuit,01_open_circuit_01,3034,1586
1502,1349,1539,1378,open_circuit,01_open_circuit_02,3034,1586
1653,1196,1684,1229,open_circuit,01_open_circuit_02,3034,1586
775,1127,808,1165,open_circuit,01_open_circuit_02,3034,1586
1419,1132,1460,1172,open_circuit,01_open_circuit_03,3034,1586
599,909,633,942,open_circuit,01_open_circuit_03,3034,1586
1688,350,1723,390,open_circuit,01_open_circuit_03,3034,1586
2177,1090,2218,1134,open_circuit,01_open_circuit_04,3034,1586
2155,296,2192,331,open_circuit,01_open_circuit_04,3034,1586
728,1278,762,1315,open_circuit,01_open_circuit_04,3034,1586
2204,604,2236,641,open_circuit,01_open_circuit_05,3034,1586
1015,1312,1050,1349,open_circuit,01_open_circuit_05,3034,1586
2713,946,2746,979,open_circuit,01_open_circuit_05,3034,1586
1513,927,1545,961,open_circuit,01_open_circuit_06,3034,1586
714,1113,740,1141,open_circuit,01_open_circuit_06,3034,1586
175,1166,207,1209,open_circuit,01_open_circuit_06,3034,1586
2192,296,2232,332,open_circuit,01_open_circuit_07,3034,1586
2710,942,2743,977,open_circuit,01_open_circuit_07,3034,1586
2555,544,2590,577,open_circuit,01_open_circuit_07,3034,1586
1982,989,2023,1031,open_circuit,01_open_circuit_08,3034,1586
1674,635,1719,676,open_circuit,01_open_circuit_08,3034,1586
714,742,747,773,open_circuit,01_open_circuit_08,3034,1586
483,963,515,1002,open_circuit,01_open_circuit_09,3034,1586
2480,286,2514,321,open_circuit,01_open_circuit_09,3034,1586
2695,1231,2723,1261,open_circuit,01_open_circuit_09,3034,1586
1412,1141,1456,1182,open_circuit,01_open_circuit_10,3034,1586
1694,239,1721,273,open_circuit,01_open_circuit_10,3034,1586
1207,974,1232,999,open_circuit,01_open_circuit_10,3034,1586
2620,524,2651,552,open_circuit,01_open_circuit_11,3034,1586
1684,1376,1713,1409,open_circuit,01_open_circuit_11,3034,1586
2548,575,2596,610,open_circuit,01_open_circuit_11,3034,1586
2716,946,2743,975,open_circuit,01_open_circuit_12,3034,1586
2714,1178,2740,1204,open_circuit,01_open_circuit_12,3034,1586
1706,587,1732,613,open_circuit,01_open_circuit_12,3034,1586
580,1083,605,1110,open_circuit,01_open_circuit_13,3034,1586
443,904,473,935,open_circuit,01_open_circuit_13,3034,1586
1330,792,1361,822,open_circuit,01_open_circuit_13,3034,1586
1120,1314,1180,1351,open_circuit,01_open_circuit_14,3034,1586
2829,826,2853,863,open_circuit,01_open_circuit_14,3034,1586
2029,758,2061,785,open_circuit,01_open_circuit_14,3034,1586
729,1278,758,1313,open_circuit,01_open_circuit_15,3034,1586
474,1048,518,1082,open_circuit,01_open_circuit_15,3034,1586
177,1124,206,1155,open_circuit,01_open_circuit_15,3034,1586
1835,817,1864,843,open_circuit,01_open_circuit_16,3034,1586
1514,884,1544,917,open_circuit,01_open_circuit_16,3034,1586
2594,722,2626,750,open_circuit,01_open_circuit_17,3034,1586
2425,1114,2454,1149,open_circuit,01_open_circuit_17,3034,1586
2138,874,2165,901,open_circuit,01_open_circuit_17,3034,1586
627,1273,667,1310,open_circuit,01_open_circuit_18,3034,1586
314,1397,350,1427,open_circuit,01_open_circuit_18,3034,1586
1250,1153,1302,1188,open_circuit,01_open_circuit_18,3034,1586
1684,354,1723,385,open_circuit,01_open_circuit_19,3034,1586
713,1000,738,1027,open_circuit,01_open_circuit_19,3034,1586
2432,1173,2462,1203,open_circuit,01_open_circuit_19,3034,1586
2142,1160,2179,1190,open_circuit,01_open_circuit_20,3034,1586
2495,1412,2536,1442,open_circuit,01_open_circuit_20,3034,1586
1988,1237,2018,1278,open_circuit,01_open_circuit_20,3034,1586
434,2177,491,2244,open_circuit,04_open_circuit_01,3056,2464
440,1374,498,1427,open_circuit,04_open_circuit_01,3056,2464
596,1213,677,1281,open_circuit,04_open_circuit_01,3056,2464
466,2235,546,2313,open_circuit,04_open_circuit_02,3056,2464
421,1722,502,1779,open_circuit,04_open_circuit_02,3056,2464
128,1228,197,1306,open_circuit,04_open_circuit_02,3056,2464
941,850,1002,911,open_circuit,04_open_circuit_03,3056,2464
1199,1208,1262,1262,open_circuit,04_open_circuit_03,3056,2464
1879,431,1944,510,open_circuit,04_open_circuit_03,3056,2464
395,506,455,564,open_circuit,04_open_circuit_04,3056,2464
1797,815,1866,859,open_circuit,04_open_circuit_04,3056,2464
1224,301,1297,355,open_circuit,04_open_circuit_04,3056,2464
126,621,197,677,open_circuit,04_open_circuit_05,3056,2464
2384,1608,2451,1668,open_circuit,04_open_circuit_05,3056,2464
1901,981,1984,1055,open_circuit,04_open_circuit_05,3056,2464
999,1531,1061,1588,open_circuit,04_open_circuit_06,3056,2464
591,1842,646,1889,open_circuit,04_open_circuit_06,3056,2464
1785,1257,1841,1308,open_circuit,04_open_circuit_06,3056,2464
1002,1030,1055,1075,open_circuit,04_open_circuit_07,3056,2464
386,1111,459,1170,open_circuit,04_open_circuit_07,3056,2464
1791,1255,1853,1310,open_circuit,04_open_circuit_07,3056,2464
886,1028,944,1071,open_circuit,04_open_circuit_08,3056,2464
495,1299,553,1351,open_circuit,04_open_circuit_08,3056,2464
1742,906,1797,962,open_circuit,04_open_circuit_08,3056,2464
1113,286,1173,348,open_circuit,04_open_circuit_09,3056,2464
2331,433,2401,501,open_circuit,04_open_circuit_09,3056,2464
2128,877,2208,937,open_circuit,04_open_circuit_09,3056,2464
1171,1708,1241,1753,open_circuit,04_open_circuit_10,3056,2464
2181,1466,2235,1535,open_circuit,04_open_circuit_10,3056,2464
2582,1584,2657,1659,open_circuit,04_open_circuit_10,3056,2464
2231,1601,2310,1653,open_circuit,04_open_circuit_11,3056,2464
2473,1775,2541,1850,open_circuit,04_open_circuit_11,3056,2464
2390,1155,2451,1226,open_circuit,04_open_circuit_11,3056,2464
2135,855,2202,911,open_circuit,04_open_circuit_12,3056,2464
908,1110,977,1161,open_circuit,04_open_circuit_12,3056,2464
1162,1201,1228,1264,open_circuit,04_open_circuit_12,3056,2464
539,1453,602,1511,open_circuit,04_open_circuit_13,3056,2464
1706,279,1786,348,open_circuit,04_open_circuit_13,3056,2464
559,504,621,566,open_circuit,04_open_circuit_13,3056,2464
550,1021,611,1079,open_circuit,04_open_circuit_14,3056,2464
1777,1206,1842,1266,open_circuit,04_open_circuit_14,3056,2464
886,1021,942,1070,open_circuit,04_open_circuit_14,3056,2464
1891,1402,1955,1457,open_circuit,04_open_circuit_15,3056,2464
2382,1393,2457,1457,open_circuit,04_open_circuit_15,3056,2464
1875,521,1950,582,open_circuit,04_open_circuit_15,3056,2464
1718,813,1784,871,open_circuit,04_open_circuit_16,3056,2464
1964,1239,2041,1299,open_circuit,04_open_circuit_16,3056,2464
1795,958,1849,1035,open_circuit,04_open_circuit_16,3056,2464
488,1304,551,1364,open_circuit,04_open_circuit_17,3056,2464
119,1210,204,1273,open_circuit,04_open_circuit_17,3056,2464
239,1797,291,1859,open_circuit,04_open_circuit_17,3056,2464
493,501,551,568,open_circuit,04_open_circuit_18,3056,2464
397,1077,457,1141,open_circuit,04_open_circuit_18,3056,2464
1562,1206,1624,1259,open_circuit,04_open_circuit_19,3056,2464
1850,1764,1927,1821,open_circuit,04_open_circuit_19,3056,2464
908,1253,968,1302,open_circuit,04_open_circuit_19,3056,2464
842,1079,908,1133,open_circuit,04_open_circuit_20,3056,2464
1886,1377,1962,1442,open_circuit,04_open_circuit_20,3056,2464
1797,817,1866,859,open_circuit,04_open_circuit_20,3056,2464
882,849,938,910,open_circuit,05_open_circuit_01,2544,2156
454,625,514,677,open_circuit,05_open_circuit_01,2544,2156
1587,630,1634,670,open_circuit,05_open_circuit_01,2544,2156
767,1668,813,1720,open_circuit,05_open_circuit_02,2544,2156
2214,1779,2266,1821,open_circuit,05_open_circuit_02,2544,2156
2035,265,2102,315,open_circuit,05_open_circuit_02,2544,2156
1596,740,1644,790,open_circuit,05_open_circuit_03,2544,2156
1402,832,1444,878,open_circuit,05_open_circuit_03,2544,2156
1610,1373,1661,1423,open_circuit,05_open_circuit_03,2544,2156
1400,829,1441,881,open_circuit,05_open_circuit_04,2544,2156
1591,748,1649,787,open_circuit,05_open_circuit_04,2544,2156
1819,1546,1866,1596,open_circuit,05_open_circuit_04,2544,2156
1241,1765,1303,1821,open_circuit,05_open_circuit_04,2544,2156
1611,1371,1667,1421,open_circuit,05_open_circuit_04,2544,2156
217,1359,270,1412,open_circuit,05_open_circuit_05,2544,2156
1391,1398,1444,1446,open_circuit,05_open_circuit_05,2544,2156
1003,1482,1059,1534,open_circuit,05_open_circuit_05,2544,2156
2360,1635,2403,1690,open_circuit,05_open_circuit_06,2544,2156
2083,993,2180,1085,open_circuit,05_open_circuit_06,2544,2156
1702,709,1767,774,open_circuit,05_open_circuit_06,2544,2156
874,1088,927,1131,open_circuit,05_open_circuit_07,2544,2156
2385,1412,2455,1474,open_circuit,05_open_circuit_07,2544,2156
947,340,997,390,open_circuit,05_open_circuit_07,2544,2156
1170,1028,1217,1082,open_circuit,05_open_circuit_08,2544,2156
1563,915,1616,960,open_circuit,05_open_circuit_08,2544,2156
1035,1486,1092,1538,open_circuit,05_open_circuit_08,2544,2156
2245,1360,2308,1412,open_circuit,05_open_circuit_09,2544,2156
1616,1858,1666,1905,open_circuit,05_open_circuit_09,2544,2156
2132,1547,2193,1592,open_circuit,05_open_circuit_09,2544,2156
1203,663,1256,707,open_circuit,05_open_circuit_10,2544,2156
147,425,199,477,open_circuit,05_open_circuit_10,2544,2156
311,562,364,626,open_circuit,05_open_circuit_10,2544,2156
1493,1536,1528,1578,open_circuit,06_open_circuit_01,2868,2316
1033,512,1079,556,open_circuit,06_open_circuit_01,2868,2316
1679,788,1716,829,open_circuit,06_open_circuit_01,2868,2316
977,1332,1020,1376,open_circuit,06_open_circuit_01,2868,2316
1381,1081,1423,1115,open_circuit,06_open_circuit_01,2868,2316
2043,959,2081,998,open_circuit,06_open_circuit_02,2868,2316
1930,1119,1962,1153,open_circuit,06_open_circuit_02,2868,2316
451,1586,486,1628,open_circuit,06_open_circuit_02,2868,2316
969,2171,1038,2239,open_circuit,06_open_circuit_02,2868,2316
527,1919,566,1966,open_circuit,06_open_circuit_02,2868,2316
2243,624,2281,664,open_circuit,06_open_circuit_03,2868,2316
2075,1373,2105,1407,open_circuit,06_open_circuit_03,2868,2316
1281,1685,1317,1726,open_circuit,06_open_circuit_03,2868,2316
1138,917,1186,956,open_circuit,06_open_circuit_03,2868,2316
1020,1297,1049,1334,open_circuit,06_open_circuit_03,2868,2316
1411,692,1450,734,open_circuit,06_open_circuit_04,2868,2316
682,954,718,997,open_circuit,06_open_circuit_04,2868,2316
469,1302,511,1341,open_circuit,06_open_circuit_04,2868,2316
1321,1208,1357,1241,open_circuit,06_open_circuit_04,2868,2316
441,910,485,954,open_circuit,06_open_circuit_04,2868,2316
1930,1345,1965,1380,open_circuit,06_open_circuit_05,2868,2316
1444,660,1488,696,open_circuit,06_open_circuit_05,2868,2316
1850,1701,1891,1734,open_circuit,06_open_circuit_05,2868,2316
1426,1648,1465,1684,open_circuit,06_open_circuit_05,2868,2316
865,364,910,405,open_circuit,06_open_circuit_05,2868,2316
1811,791,1845,826,open_circuit,06_open_circuit_06,2868,2316
1586,822,1625,857,open_circuit,06_open_circuit_06,2868,2316
1162,682,1205,726,open_circuit,06_open_circuit_06,2868,2316
431,724,491,768,open_circuit,06_open_circuit_06,2868,2316
807,737,843,772,open_circuit,06_open_circuit_06,2868,2316
1193,395,1252,453,open_circuit,06_open_circuit_07,2868,2316
1928,1022,1964,1103,open_circuit,06_open_circuit_07,2868,2316
1760,1665,1848,1703,open_circuit,06_open_circuit_07,2868,2316
1195,1061,1227,1109,open_circuit,06_open_circuit_07,2868,2316
1674,1015,1730,1054,open_circuit,06_open_circuit_07,2868,2316
1188,402,1271,442,open_circuit,06_open_circuit_08,2868,2316
684,1044,716,1122,open_circuit,06_open_circuit_08,2868,2316
159,1036,204,1119,open_circuit,06_open_circuit_08,2868,2316
879,1368,913,1422,open_circuit,06_open_circuit_08,2868,2316
1789,1093,1826,1152,open_circuit,06_open_circuit_08,2868,2316
2099,983,2142,1053,open_circuit,06_open_circuit_09,2868,2316
1793,1666,1865,1698,open_circuit,06_open_circuit_09,2868,2316
1491,1132,1594,1155,open_circuit,06_open_circuit_09,2868,2316
1200,1063,1226,1132,open_circuit,06_open_circuit_09,2868,2316
1896,1890,1961,1922,open_circuit,06_open_circuit_09,2868,2316
1988,995,2020,1050,open_circuit,06_open_circuit_10,2868,2316
1299,1036,1351,1080,open_circuit,06_open_circuit_10,2868,2316
938,1319,977,1378,open_circuit,06_open_circuit_10,2868,2316
632,302,683,341,open_circuit,06_open_circuit_10,2868,2316
1368,325,1458,367,open_circuit,06_open_circuit_10,2868,2316
1725,182,1779,233,open_circuit,07_open_circuit_01,2904,1921
950,375,1027,457,open_circuit,07_open_circuit_01,2904,1921
1691,883,1756,936,open_circuit,07_open_circuit_01,2904,1921
972,883,1038,931,open_circuit,07_open_circuit_01,2904,1921
2122,886,2176,938,open_circuit,07_open_circuit_01,2904,1921
2022,244,2068,288,open_circuit,07_open_circuit_02,2904,1921
1772,867,1820,919,open_circuit,07_open_circuit_02,2904,1921
2184,827,2234,884,open_circuit,07_open_circuit_02,2904,1921
799,951,851,1003,open_circuit,07_open_circuit_02,2904,1921
689,403,742,476,open_circuit,07_open_circuit_02,2904,1921
1103,526,1148,579,open_circuit,07_open_circuit_03,2904,1921
1344,870,1389,920,open_circuit,07_open_circuit_03,2904,1921
987,960,1039,1005,open_circuit,07_open_circuit_03,2904,1921
2056,832,2108,877,open_circuit,07_open_circuit_03,2904,1921
2333,449,2380,511,open_circuit,07_open_circuit_03,2904,1921
642,227,717,298,open_circuit,07_open_circuit_04,2904,1921
862,507,914,579,open_circuit,07_open_circuit_04,2904,1921
1987,243,2051,291,open_circuit,07_open_circuit_04,2904,1921
2689,572,2736,619,open_circuit,07_open_circuit_04,2904,1921
2355,660,2418,715,open_circuit,07_open_circuit_04,2904,1921
1630,872,1679,919,open_circuit,07_open_circuit_05,2904,1921
886,862,941,913,open_circuit,07_open_circuit_05,2904,1921
1932,633,1996,676,open_circuit,07_open_circuit_05,2904,1921
1520,526,1567,570,open_circuit,07_open_circuit_05,2904,1921
2089,951,2155,994,open_circuit,07_open_circuit_05,2904,1921
1097,598,1151,655,open_circuit,07_open_circuit_06,2904,1921
1313,415,1358,458,open_circuit,07_open_circuit_06,2904,1921
1842,813,1886,862,open_circuit,07_open_circuit_06,2904,1921
1805,688,1856,732,open_circuit,07_open_circuit_06,2904,1921
2206,829,2255,877,open_circuit,07_open_circuit_06,2904,1921
1529,626,1591,674,open_circuit,07_open_circuit_07,2904,1921
798,903,848,960,open_circuit,07_open_circuit_07,2904,1921
641,757,717,810,open_circuit,07_open_circuit_07,2904,1921
1873,210,1941,265,open_circuit,07_open_circuit_07,2904,1921
2329,443,2389,496,open_circuit,07_open_circuit_07,2904,1921
1810,681,1861,736,open_circuit,07_open_circuit_08,2904,1921
2227,824,2272,872,open_circuit,07_open_circuit_08,2904,1921
1417,641,1473,693,open_circuit,07_open_circuit_08,2904,1921
710,844,765,915,open_circuit,07_open_circuit_08,2904,1921
1261,815,1317,862,open_circuit,07_open_circuit_08,2904,1921
1722,596,1773,639,open_circuit,07_open_circuit_09,2904,1921
2051,663,2101,713,open_circuit,07_open_circuit_09,2904,1921
1537,1313,1589,1363,open_circuit,07_open_circuit_09,2904,1921
1190,405,1248,453,open_circuit,07_open_circuit_09,2904,1921
355,484,423,538,open_circuit,07_open_circuit_09,2904,1921
1558,884,1611,929,open_circuit,07_open_circuit_10,2904,1921
2333,1050,2377,1093,open_circuit,07_open_circuit_10,2904,1921
2339,662,2386,713,open_circuit,07_open_circuit_10,2904,1921
1066,910,1115,955,open_circuit,07_open_circuit_10,2904,1921
1317,181,1375,238,open_circuit,07_open_circuit_10,2904,1921
1571,1188,1614,1241,open_circuit,08_open_circuit_01,2759,2154
843,926,877,961,open_circuit,08_open_circuit_01,2759,2154
1541,1821,1593,1868,open_circuit,08_open_circuit_01,2759,2154
1843,996,1890,1037,open_circuit,08_open_circuit_01,2759,2154
283,1824,313,1871,open_circuit,08_open_circuit_01,2759,2154
972,929,1027,977,open_circuit,08_open_circuit_02,2759,2154
884,1243,933,1284,open_circuit,08_open_circuit_02,2759,2154
281,1816,314,1862,open_circuit,08_open_circuit_02,2759,2154
2412,1011,2443,1052,open_circuit,08_open_circuit_02,2759,2154
2019,1322,2054,1369,open_circuit,08_open_circuit_02,2759,2154
1669,923,1733,964,open_circuit,08_open_circuit_03,2759,2154
2291,1238,2330,1284,open_circuit,08_open_circuit_03,2759,2154
448,1443,504,1480,open_circuit,08_open_circuit_03,2759,2154
2548,1647,2605,1702,open_circuit,08_open_circuit_03,2759,2154
2116,607,2158,642,open_circuit,08_open_circuit_03,2759,2154
696,1207,745,1243,open_circuit,08_open_circuit_04,2759,2154
379,987,425,1027,open_circuit,08_open_circuit_04,2759,2154
1671,936,1730,977,open_circuit,08_open_circuit_04,2759,2154
698,917,750,948,open_circuit,08_open_circuit_04,2759,2154
2090,1203,2125,1256,open_circuit,08_open_circuit_04,2759,2154
